id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,signChange,pick_data,growthPhase,test_for,vs
ECB_00001,20.0498369601012,-0.322695953412548,0.53554794225911,-0.602552877061417,0.546806176802052,0.801194543144747,thrL,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00002,12.1512101777594,0.0907442025902321,0.492357478648025,0.184305522969629,0.853773781444599,0.947311881591688,thrA,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00003,5.06127020555527,0.284322430804818,0.571318192159555,0.497660383839858,0.61872343534768,0.839958658012666,thrB,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00004,3.47969088370761,0.838420559407431,0.736739124913996,1.13801552144432,0.255114001169483,0.566444398569825,thrC,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00005,0.808485164707264,0.235249981319787,0.855787882297067,0.274892863273945,0.783398550291082,NA,yaaX,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00006,1.01336743354317,0.356700561870541,0.856198822383352,0.416609498337797,0.676964060709323,NA,yaaA,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00007,0.221037213388343,0.802824440551173,0.960001130120239,0.836274474437983,0.40300050963294,NA,yaaJ,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00008,59.7910015400765,0.0237773256454397,0.514223774311777,0.0462392577575058,0.963119552756921,0.987496029040542,talB,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00009,8.03243907143587,-1.20295562534062,0.505775699093595,-2.37843697808426,0.0173862086271212,0.116988556355375,mogA,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00010,2.82520619303637,-0.91035713309524,0.686284154481603,-1.32650175171667,0.184673555293605,0.479576833305822,yaaH,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00011,0.70015492465753,-0.202258532590736,0.912742830218763,-0.221594216787503,0.824629784914653,NA,yaaW,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00012,0,NA,NA,NA,NA,NA,htgA,NA,mrna,Sta,carbonSource,glucoseglycerol
ECB_00013,0.206612771118084,-0.130559214200818,0.935330841721391,-0.139586131855265,0.888986998514545,NA,yaaI,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00014,64.2935227100827,-0.123618153862432,0.540023011394752,-0.228912752334674,0.818936728787892,0.932042925770297,dnaK,-1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00015,2.56322922779681,0.156880365940621,0.625157939740122,0.250945170760905,0.801856500297084,0.92540609347478,dnaJ,1,mrna,Sta,carbonSource,glucoseglycerol
ECB_00016,1.56578333264297,-0.126938581278029,0.776645551303233,-0.163444677002298,0.870168328639888,NA,insL-1,-1,mrna,Sta,carbonSource,glucoseglycerol
