id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
YP_003043231.1,254.828531916335,-0.189026564820286,0.430544578317671,-0.439040634442307,0.660632093355169,0.812558795314322,thrA,ECB_00002,b0002,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043232.1,60.2426496195564,-0.661205900115605,0.539737659820038,-1.22505051868359,0.220556186856102,0.491979400818766,thrB,ECB_00003,b0003,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043233.1,300.630885360231,-0.779805260493747,0.529061391513871,-1.47394096980388,0.140497485509356,0.416374040317751,thrC,ECB_00004,b0004,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043235.1,31.6837883450979,-0.894517064622003,0.499883481079281,-1.78945113907481,0.07354218975299,0.328638595167954,yaaA,ECB_00006,b0006,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043236.1,0.192420123303901,-0.239941764081412,0.740464996398817,-0.324042007722643,0.745906231018114,NA,yaaJ,ECB_00007,b0007,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043237.1,184.905128626153,-0.415935546189478,0.482737571084035,-0.861618343182724,0.388897573576298,0.629901287146149,talB,ECB_00008,b0008,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043238.1,9.99616819991418,-0.485403957205796,0.679013746376693,-0.714866171408128,0.474691741973246,0.68536826430476,mogA,ECB_00009,b0009,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043242.1,0.313216399587291,-0.32606933841314,0.808138412956177,-0.403482043651874,0.686593641774551,NA,yaaI,ECB_00013,b0013,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043243.1,635.865361101592,-0.391621697678901,0.464451547464189,-0.843191716804639,0.399121230244104,0.635373162578542,dnaK,ECB_00014,b0014,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043244.1,63.9360592038642,-0.595021661359158,0.544895922764482,-1.09199139964265,0.274836881410546,0.533868929331281,dnaJ,ECB_00015,b0015,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043245.1,0.781726559714673,-0.570336362855652,0.946694054636794,-0.602450559462387,0.546874263793835,NA,insL-1,ECB_00016,b0016,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043249.1,0.984366484686554,-1.17904196357747,1.06133930543387,-1.11090012170565,0.266611343108005,NA,nhaR,ECB_00019,b0020,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043250.1,0.119819226977027,-0.165207079542498,0.675598248266069,-0.24453449955873,0.806816886019384,NA,cirA,ECB_00020,b2155,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043252.1,0.293497840570346,-0.25356349367068,0.740218234025752,-0.342552347422799,0.731935256463681,NA,yjcF,ECB_00022,,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043253.1,4.13755315415491,-2.04954368808924,1.05888750243411,-1.93556320513545,0.0529212205243742,NA,insA-1,ECB_00023,b0022,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043256.1,0.293230061760772,0.47505434830992,0.876622213655951,0.541914568111053,0.587877360438549,NA,elfG,ECB_00026,,1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043257.1,123.442409641637,-0.814828905791139,0.61157382568732,-1.33234757860245,0.182745999400654,0.455390871719557,rpsT,ECB_00027,b0023,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043259.1,18.490439384129,-0.986905443122674,0.586246619948348,-1.68343050440039,0.0922917821880085,0.344116502158146,ribF,ECB_00029,b0025,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043260.1,225.460368237777,-0.335574840743854,0.433061312512496,-0.774889908306392,0.438404715844737,0.667132162358114,ileS,ECB_00030,b0026,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043262.1,6.2092091831449,0.0185984993391131,0.647089095066661,0.0287417907068842,0.977070525958845,NA,fkpB,ECB_00032,b0028,1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043263.1,16.5901450209689,-0.581801807275419,0.568331733315441,-1.02370107662544,0.305976486717095,0.558797689396316,ispH,ECB_00033,b0029,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043264.1,0.991054073034858,-1.09839681775866,1.05561277625728,-1.0405300527463,0.2980937092062,NA,rihC,ECB_00034,b0030,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043265.1,52.7917157294845,-0.562169092471525,0.402185782438931,-1.39778459860621,0.162177760668246,0.432573827786994,dapB,ECB_00035,b0031,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043266.1,152.762410777959,-0.85710706585316,0.554516568708988,-1.54568341907016,0.12218104361494,0.38606843079297,carA,ECB_00036,b0032,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043267.1,265.651285073556,-0.119888527835247,0.372634204573531,-0.32173248285797,0.747655367415256,0.874274421574291,carB,ECB_00037,b0033,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043268.1,0.439945236969934,-0.684782392720816,0.987764984284931,-0.693264494708271,0.488143580396393,NA,caiF,ECB_00038,b0034,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043270.1,0.451150355319185,-0.393798455210719,0.857247366818566,-0.459375520361401,0.645964524216964,NA,caiD,ECB_00040,b0036,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043271.1,0.798636117778732,-0.864134500533252,1.02637735327014,-0.841926702474517,0.399828982666314,NA,caiC,ECB_00041,b0037,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043272.1,0.649561360807675,-0.540536860911694,0.934896585579144,-0.578178238373655,0.563143789353405,NA,caiA,ECB_00043,b0039,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043273.1,0.173267204686585,0.810548596315507,0.827397380430807,0.979636406261611,0.327265627401667,NA,caiT,ECB_00044,b0040,1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043274.1,0.598690614316795,-0.713199795039007,0.994336075315841,-0.717262314768642,0.473212255511274,NA,fixA,ECB_00045,b0041,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043275.1,0.277080570020814,-0.244662044953347,0.730686231911404,-0.334838723200429,0.737746748045996,NA,fixB,ECB_00046,b0042,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043276.1,0.686624642418951,0.0852779450308552,1.01221515201774,0.08424883273172,0.932858593258876,NA,fixC,ECB_00047,b0043,1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043278.1,0.061061507230437,-0.084949432253053,0.673446078205821,-0.126141401668524,0.899619995402263,NA,yaaU,ECB_00049,b0045,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043279.1,0.0774787777799698,-0.109639784990943,0.673818088658859,-0.162714220405044,0.87074344994659,NA,yabF,ECB_00050,b0046,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043280.1,0.734125957441749,-0.560315031876813,0.942856382297823,-0.594273998030619,0.55232886685247,NA,kefC,ECB_00051,b0047,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043281.1,6.82767021161816,-0.363738195789422,0.731317231149834,-0.497374026340833,0.618925318280099,0.789538162615376,folA,ECB_00052,b0048,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043282.1,5.72235055749664,-2.90307429886053,1.0116673187189,-2.86959383301694,0.00410999366095553,NA,apaH,ECB_00053,b0049,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043283.1,2.53476190757764,-2.12455812131183,1.05337409614595,-2.01690750616052,0.0437051666103832,NA,apaG,ECB_00054,b0050,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043284.1,15.2148797266358,-1.35191104305997,0.677639922100709,-1.9950286265145,0.0460397577795669,0.289587959757085,ksgA,ECB_00055,b0051,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043285.1,16.2446201616392,-0.783737962351133,0.5946610111672,-1.31795753821629,0.18751786264649,0.456722467246676,pdxA,ECB_00056,b0052,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043286.1,70.4751204003171,0.110455038138281,0.406541558458235,0.271694334417298,0.785857057964718,0.898811096094617,surA,ECB_00057,b0053,1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043287.1,101.062077079678,-0.837810204333917,0.516399527442079,-1.62240699267078,0.104716232902406,0.360039037492816,imp,ECB_00058,b0054,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043288.1,14.690441747849,-1.08608712840976,0.656486492019119,-1.65439371809364,0.09804754201618,0.351516599810755,djlA,ECB_00059,b0055,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043289.1,1.31775027782453,0.219719206539476,1.04271598281561,0.21071817269567,0.83310719322674,NA,rluA,ECB_00060,b0058,1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
YP_003043290.1,35.4687104010976,-0.572083180376177,0.396113703323651,-1.44423981189246,0.148671529674003,0.425474443474943,hepA,ECB_00061,b0059,-1,protein_wo_NA,Exp,Mg_mM_Levels,baseMglowMg
