"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"1","dppF","GO:0000166~nucleotide binding",5.4890649705326e-05,4.81445252449925,1,4.26050162872343,0.0239229864496044,578,4.26050162872343,25,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"2","deaD","GO:0000166~nucleotide binding",0.000912965433983497,3.0972184780682,1,3.03954566508827,0.0239229864496044,578,3.03954566508827,23,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"3","dppD","GO:0000166~nucleotide binding",0.000912965433983497,3.45484316366192,1,3.03954566508827,0.0239229864496044,578,3.03954566508827,24,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"4","atpA","GO:0000166~nucleotide binding",0.00101191251950116,4.17336308089341,1,2.99485703091529,0.0239229864496044,578,2.99485703091529,22,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"5","atpG","GO:0000166~nucleotide binding",0.00192412317994164,4.03402371831257,1,2.71576712842268,0.0239229864496044,578,2.71576712842268,20,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"6","hisS","GO:0000166~nucleotide binding",0.00192412317994164,2.76618708446682,1,2.71576712842268,0.0239229864496044,578,2.71576712842268,21,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"7","glnA","GO:0000166~nucleotide binding",0.00220886122089077,3.55992888652674,1,2.6558315692778,0.0239229864496044,578,2.6558315692778,19,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"8","rbsK","GO:0000166~nucleotide binding",0.00722629753961957,2.86548842501716,1,2.14108416051577,0.0239229864496044,578,2.14108416051577,18,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"9","ileS","GO:0000166~nucleotide binding",0.0106475939996523,2.46981180009057,1,1.97274851717578,0.0239229864496044,578,1.97274851717578,17,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"10","infB","GO:0000166~nucleotide binding",0.0116647376801801,2.48844965221465,1,1.93312502329382,0.0239229864496044,578,1.93312502329382,16,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"11","atpD","GO:0000166~nucleotide binding",0.0138043954327376,3.15546253851044,1,1.8599826086535,0.0239229864496044,578,1.8599826086535,14,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"12","mglA","GO:0000166~nucleotide binding",0.0138043954327376,3.11131638535071,1,1.8599826086535,0.0239229864496044,578,1.8599826086535,15,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"13","mukB","GO:0000166~nucleotide binding",0.0162919125653645,2.60157102914224,1,1.78802792933006,0.0239229864496044,578,1.78802792933006,13,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"14","pheS","GO:0000166~nucleotide binding",0.0183377707749061,3.45155359889182,1,1.73665346032361,0.0239229864496044,578,1.73665346032361,12,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"15","sfcA","GO:0000166~nucleotide binding",0.0187738037431895,2.78904126540634,1,1.72644772645607,0.0239229864496044,578,1.72644772645607,11,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"16","thrB","GO:0000166~nucleotide binding",0.020260857849134,2.37355969069431,1,1.6933421704635,0.0239229864496044,578,1.6933421704635,10,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"17","sucC","GO:0000166~nucleotide binding",0.0227799066715156,2.81450780721961,1,1.64244805954264,0.0239229864496044,578,1.64244805954264,9,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"18","groEL","GO:0000166~nucleotide binding",0.0265461491851865,2.16158472507924,1,1.57599846926868,0.0239229864496044,578,1.57599846926868,8,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"19","wecC","GO:0000166~nucleotide binding",0.0347761540821618,3.62128457919355,1,1.45871844859119,0.0239229864496044,578,1.45871844859119,7,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"20","gapA","GO:0000166~nucleotide binding",0.0360524371134288,1.92143112503424,1,1.44306537202253,0.0239229864496044,578,1.44306537202253,6,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"21","btuR","GO:0000166~nucleotide binding",0.0460256998885872,2.57212989182386,1,1.33699959868619,0.0239229864496044,578,1.33699959868619,5,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"22","oppD","GO:0000166~nucleotide binding",0.0466039690113883,3.3921981635136,1,1.33157709519106,0.0239229864496044,578,1.33157709519106,4,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"23","rhlB","GO:0000166~nucleotide binding",0.0485441856653543,1.89293851392267,1,1.31386277985833,0.0239229864496044,578,1.31386277985833,3,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"24","bax","GO:0000166~nucleotide binding",0.0498027251248262,2.48546510463273,1,1.30274689269622,0.0239229864496044,578,1.30274689269622,1,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"25","dnaX","GO:0000166~nucleotide binding",0.0498027251248262,2.28292477724682,1,1.30274689269622,0.0239229864496044,578,1.30274689269622,2,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"26","asd","GO:0000166~nucleotide binding",0.00192412317994164,-3.28948147908859,-1,-2.71576712842268,0.0239229864496044,578,2.71576712842268,-1,25,1,"nucleotide binding
 padj:0.02392 N( -1/ +25/ 578)","nucleotide binding","mrna","Sta","carbonSource","glucoselactate","MF"
"27","deaD","GO:0003723~RNA binding",0.000912965433983497,3.0972184780682,1,3.03954566508827,0.0118003479204903,109,3.03954566508827,8,9,1,"RNA binding
 padj:0.01180 N( -1/ +9/ 109)","RNA binding","mrna","Sta","carbonSource","glucoselactate","MF"
"28","rpsD","GO:0003723~RNA binding",0.000912965433983497,3.82770636332139,1,3.03954566508827,0.0118003479204903,109,3.03954566508827,9,9,1,"RNA binding
 padj:0.01180 N( -1/ +9/ 109)","RNA binding","mrna","Sta","carbonSource","glucoselactate","MF"
"29","rpsL","GO:0003723~RNA binding",0.00615582127255538,4.04634646370286,1,2.21071399791622,0.0118003479204903,109,2.21071399791622,7,9,1,"RNA binding
 padj:0.01180 N( -1/ +9/ 109)","RNA binding","mrna","Sta","carbonSource","glucoselactate","MF"
"30","rplT","GO:0003723~RNA binding",0.00779363513937396,2.52634200432892,1,2.10825992965259,0.0118003479204903,109,2.10825992965259,6,9,1,"RNA binding
 padj:0.01180 N( -1/ +9/ 109)","RNA binding","mrna","Sta","carbonSource","glucoselactate","MF"
"31","rplO","GO:0003723~RNA binding",0.0091872506022353,2.96589076358743,1,2.03681443713693,0.0118003479204903,109,2.03681443713693,5,9,1,"RNA binding
 padj:0.01180 N( -1/ +9/ 109)","RNA binding","mrna","Sta","carbonSource","glucoselactate","MF"
"32","rpsI","GO:0003723~RNA binding",0.0123886473647831,2.83777973666337,1,1.90697610880384,0.0118003479204903,109,1.90697610880384,4,9,1,"RNA binding
 padj:0.01180 N( -1/ +9/ 109)","RNA binding","mrna","Sta","carbonSource","glucoselactate","MF"
"33","rne","GO:0003723~RNA binding",0.0382541728683376,2.2547776687973,1,1.41732118391307,0.0118003479204903,109,1.41732118391307,3,9,1,"RNA binding
 padj:0.01180 N( -1/ +9/ 109)","RNA binding","mrna","Sta","carbonSource","glucoselactate","MF"
"34","rpsQ","GO:0003723~RNA binding",0.0399933581552626,2.23229878006806,1,1.39801212757271,0.0118003479204903,109,1.39801212757271,2,9,1,"RNA binding
 padj:0.01180 N( -1/ +9/ 109)","RNA binding","mrna","Sta","carbonSource","glucoselactate","MF"
"35","rhlB","GO:0003723~RNA binding",0.0485441856653543,1.89293851392267,1,1.31386277985833,0.0118003479204903,109,1.31386277985833,1,9,1,"RNA binding
 padj:0.01180 N( -1/ +9/ 109)","RNA binding","mrna","Sta","carbonSource","glucoselactate","MF"
"36","rpsD","GO:0003735~structural constituent of ribosome",0.000912965433983497,3.82770636332139,1,3.03954566508827,4.73157426572612e-08,57,3.03954566508827,9,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","mrna","Sta","carbonSource","glucoselactate","MF"
"37","rplM","GO:0003735~structural constituent of ribosome",0.000986871595843554,3.82048416736331,1,3.00573935071872,4.73157426572612e-08,57,3.00573935071872,8,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","mrna","Sta","carbonSource","glucoselactate","MF"
"38","rpsL","GO:0003735~structural constituent of ribosome",0.00615582127255538,4.04634646370286,1,2.21071399791622,4.73157426572612e-08,57,2.21071399791622,7,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","mrna","Sta","carbonSource","glucoselactate","MF"
"39","rplT","GO:0003735~structural constituent of ribosome",0.00779363513937396,2.52634200432892,1,2.10825992965259,4.73157426572612e-08,57,2.10825992965259,6,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","mrna","Sta","carbonSource","glucoselactate","MF"
"40","rplO","GO:0003735~structural constituent of ribosome",0.0091872506022353,2.96589076358743,1,2.03681443713693,4.73157426572612e-08,57,2.03681443713693,5,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","mrna","Sta","carbonSource","glucoselactate","MF"
"41","rpsI","GO:0003735~structural constituent of ribosome",0.0123886473647831,2.83777973666337,1,1.90697610880384,4.73157426572612e-08,57,1.90697610880384,4,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","mrna","Sta","carbonSource","glucoselactate","MF"
"42","rplQ","GO:0003735~structural constituent of ribosome",0.0138043954327376,2.95444353215592,1,1.8599826086535,4.73157426572612e-08,57,1.8599826086535,3,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","mrna","Sta","carbonSource","glucoselactate","MF"
"43","rpsQ","GO:0003735~structural constituent of ribosome",0.0399933581552626,2.23229878006806,1,1.39801212757271,4.73157426572612e-08,57,1.39801212757271,2,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","mrna","Sta","carbonSource","glucoselactate","MF"
"44","rpmJ","GO:0003735~structural constituent of ribosome",0.041209356125357,2.48236142384744,1,1.38500417104661,4.73157426572612e-08,57,1.38500417104661,1,9,1,"structural constituent of ribosome
 padj:0.00000 N( -1/ +9/ 57)","structural constituent of ribosome","mrna","Sta","carbonSource","glucoselactate","MF"
"45","nuoH","GO:0003954~NADH dehydrogenase activity",0.00192412317994164,3.53535534098748,1,2.71576712842268,0.0406098414205982,25,2.71576712842268,5,5,1,"NADH dehydrogenase activity
 padj:0.04061 N( -1/ +5/ 25)","NADH dehydrogenase activity","mrna","Sta","carbonSource","glucoselactate","MF"
"46","nuoG","GO:0003954~NADH dehydrogenase activity",0.0104470456482928,2.70950580965043,1,1.98100650764355,0.0406098414205982,25,1.98100650764355,4,5,1,"NADH dehydrogenase activity
 padj:0.04061 N( -1/ +5/ 25)","NADH dehydrogenase activity","mrna","Sta","carbonSource","glucoselactate","MF"
"47","nuoL","GO:0003954~NADH dehydrogenase activity",0.0134588167113557,2.75981907090322,1,1.87099312126499,0.0406098414205982,25,1.87099312126499,3,5,1,"NADH dehydrogenase activity
 padj:0.04061 N( -1/ +5/ 25)","NADH dehydrogenase activity","mrna","Sta","carbonSource","glucoselactate","MF"
