"","X","Category","KEGG_Path","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_KEGG_Path","KEGG_Path_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",2,"KEGG_PATHWAY","eco00040:Pentose and glucuronate interconversions",10,2.30414746543779,0.000441050273016367,147,27,1571,3.95817586293777,0.0346763112628894,0.0174911253647067,0.00467893151726195,"Pentose and glucuronate interconversions","gene_07","948401","rhaD",0.00022631914398912,2.53893103451929,1,3.64527870818762,3.64527870818762,1,1,9,"Pentose and glucuronate interconversions
 padj:0.00468 N( -9/ +1/ 27)","Pentose and glucuronate interconversions","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"2",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.76497695852535,0.000663721201393682,147,40,1571,3.20612244897959,0.0517293530847097,0.0175492938110438,0.00703361894445653,"Fructose and mannose metabolism","gene_07","948401","rhaD",0.00022631914398912,2.53893103451929,1,3.64527870818762,3.64527870818762,3,3,9,"Fructose and mannose metabolism
 padj:0.00703 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"3",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.76497695852535,0.000663721201393682,147,40,1571,3.20612244897959,0.0517293530847097,0.0175492938110438,0.00703361894445653,"Fructose and mannose metabolism","gene_10","945256","cmtA",0.0262818320750413,1.87615597720519,1,1.58034436390876,1.58034436390876,2,3,9,"Fructose and mannose metabolism
 padj:0.00703 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"4",4,"KEGG_PATHWAY","eco00010:Glycolysis / Gluconeogenesis",11,2.53456221198157,0.00259679456755596,147,40,1571,2.93894557823129,0.187804144831932,0.0506744004943452,0.0272642876925518,"Glycolysis / Gluconeogenesis","gene_10","946632","fbaB",0.0490044894370788,1.15495679842804,1,1.30976413122787,1.30976413122787,1,1,10,"Glycolysis / Gluconeogenesis
 padj:0.02726 N( -10/ +1/ 40)","Glycolysis / Gluconeogenesis","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"5",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.76497695852535,0.000663721201393682,147,40,1571,3.20612244897959,0.0517293530847097,0.0175492938110438,0.00703361894445653,"Fructose and mannose metabolism","gene_11","946632","fbaB",0.0490044894370788,1.15495679842804,1,1.30976413122787,1.30976413122787,1,3,9,"Fructose and mannose metabolism
 padj:0.00703 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"6",4,"KEGG_PATHWAY","eco00010:Glycolysis / Gluconeogenesis",11,2.53456221198157,0.00259679456755596,147,40,1571,2.93894557823129,0.187804144831932,0.0506744004943452,0.0272642876925518,"Glycolysis / Gluconeogenesis","gene_01","948104","aldB",0.0464977945079007,-1.28336372541648,-1,-1.33256764615874,1.33256764615874,-1,1,10,"Glycolysis / Gluconeogenesis
 padj:0.02726 N( -10/ +1/ 40)","Glycolysis / Gluconeogenesis","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"7",1,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",15,3.45622119815668,0.000121124516127827,147,51,1571,3.14325730292117,0.00964374612271546,0.00964374612271546,0.00128694373053073,"Pyruvate metabolism","gene_05","948104","aldB",0.0464977945079007,-1.28336372541648,-1,-1.33256764615874,1.33256764615874,-1,0,15,"Pyruvate metabolism
 padj:0.00129 N( -15/ +0/ 51)","Pyruvate metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"8",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.76497695852535,0.000663721201393682,147,40,1571,3.20612244897959,0.0517293530847097,0.0175492938110438,0.00703361894445653,"Fructose and mannose metabolism","gene_08","946334","manX",0.0460845850572656,-1.27898153214835,-1,-1.33644431851695,1.33644431851695,-1,3,9,"Fructose and mannose metabolism
 padj:0.00703 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"9",2,"KEGG_PATHWAY","eco00040:Pentose and glucuronate interconversions",10,2.30414746543779,0.000441050273016367,147,27,1571,3.95817586293777,0.0346763112628894,0.0174911253647067,0.00467893151726195,"Pentose and glucuronate interconversions","gene_05","947603","uxaA",0.0425996558567635,-1.63006890092087,-1,-1.37059390935062,1.37059390935062,-1,1,9,"Pentose and glucuronate interconversions
 padj:0.00468 N( -9/ +1/ 27)","Pentose and glucuronate interconversions","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"10",4,"KEGG_PATHWAY","eco00010:Glycolysis / Gluconeogenesis",11,2.53456221198157,0.00259679456755596,147,40,1571,2.93894557823129,0.187804144831932,0.0506744004943452,0.0272642876925518,"Glycolysis / Gluconeogenesis","gene_08","945068","gpmA",0.0418849343901343,-1.05461372696861,-1,-1.37794216051345,1.37794216051345,-2,1,10,"Glycolysis / Gluconeogenesis
 padj:0.02726 N( -10/ +1/ 40)","Glycolysis / Gluconeogenesis","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"11",2,"KEGG_PATHWAY","eco00040:Pentose and glucuronate interconversions",10,2.30414746543779,0.000441050273016367,147,27,1571,3.95817586293777,0.0346763112628894,0.0174911253647067,0.00467893151726195,"Pentose and glucuronate interconversions","gene_09","947511","araA",0.0380912556539282,-1.5552617007816,-1,-1.41917471086271,1.41917471086271,-2,1,9,"Pentose and glucuronate interconversions
 padj:0.00468 N( -9/ +1/ 27)","Pentose and glucuronate interconversions","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"12",3,"KEGG_PATHWAY","eco00051:Fructose and mannose metabolism",12,2.76497695852535,0.000663721201393682,147,40,1571,3.20612244897959,0.0517293530847097,0.0175492938110438,0.00703361894445653,"Fructose and mannose metabolism","gene_12","947575","srlA",0.0313723192997079,-1.79518833030725,-1,-1.50345337349761,1.50345337349761,-2,3,9,"Fructose and mannose metabolism
 padj:0.00703 N( -9/ +3/ 40)","Fructose and mannose metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
"13",1,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",15,3.45622119815668,0.000121124516127827,147,51,1571,3.14325730292117,0.00964374612271546,0.00964374612271546,0.00128694373053073,"Pyruvate metabolism","gene_07","948857","glcB",0.0298125308891318,-1.5726638022693,-1,-1.5256011536377,1.5256011536377,-2,0,15,"Pyruvate metabolism
 padj:0.00129 N( -15/ +0/ 51)","Pyruvate metabolism","mrna","Sta","Na_mM_Levels","baseNa","highNa","kegg"
