"","ID","KEGG_Path","padj_gene","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","pgk","eco00010:Glycolysis / Gluconeogenesis",0.0440459329606956,-1,-1.35609418655435,0.00210039119799998,32,1.35609418655435,-1,0,7,"Glycolysis / Gluconeogenesis
 padj:0.00210 N( -7/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"2","crr","eco00010:Glycolysis / Gluconeogenesis",0.0341734568442896,-1,-1.46631108756164,0.00210039119799998,32,1.46631108756164,-2,0,7,"Glycolysis / Gluconeogenesis
 padj:0.00210 N( -7/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"3","adhE","eco00010:Glycolysis / Gluconeogenesis",0.025144761389593,-1,-1.59955248124706,0.00210039119799998,32,1.59955248124706,-3,0,7,"Glycolysis / Gluconeogenesis
 padj:0.00210 N( -7/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"4","eno","eco00010:Glycolysis / Gluconeogenesis",0.023953639603451,-1,-1.62062848894656,0.00210039119799998,32,1.62062848894656,-4,0,7,"Glycolysis / Gluconeogenesis
 padj:0.00210 N( -7/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"5","fbp","eco00010:Glycolysis / Gluconeogenesis",0.00843169182149872,-1,-2.07408527531327,0.00210039119799998,32,2.07408527531327,-5,0,7,"Glycolysis / Gluconeogenesis
 padj:0.00210 N( -7/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"6","agp","eco00010:Glycolysis / Gluconeogenesis",0.00838578375238763,-1,-2.07645634111629,0.00210039119799998,32,2.07645634111629,-6,0,7,"Glycolysis / Gluconeogenesis
 padj:0.00210 N( -7/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"7","aceE","eco00010:Glycolysis / Gluconeogenesis",0.00605018663779851,-1,-2.21823122790691,0.00210039119799998,32,2.21823122790691,-7,0,7,"Glycolysis / Gluconeogenesis
 padj:0.00210 N( -7/ +0/ 32)","Glycolysis / Gluconeogenesis","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"8","sdhA","eco00020:Citrate cycle (TCA cycle)",0.0365425064083917,-1,-1.43720166820398,2.85236827073376e-05,26,1.43720166820398,-1,0,8,"Citrate cycle (TCA cycle)
 padj:0.00003 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"9","sucB","eco00020:Citrate cycle (TCA cycle)",0.0343945831377348,-1,-1.46350994983056,2.85236827073376e-05,26,1.46350994983056,-2,0,8,"Citrate cycle (TCA cycle)
 padj:0.00003 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"10","fumA","eco00020:Citrate cycle (TCA cycle)",0.0267473167770416,-1,-1.57271977877819,2.85236827073376e-05,26,1.57271977877819,-3,0,8,"Citrate cycle (TCA cycle)
 padj:0.00003 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"11","sdhB","eco00020:Citrate cycle (TCA cycle)",0.0130719160547605,-1,-1.88366074975531,2.85236827073376e-05,26,1.88366074975531,-4,0,8,"Citrate cycle (TCA cycle)
 padj:0.00003 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"12","ybiC","eco00020:Citrate cycle (TCA cycle)",0.0066438132563493,-1,-2.17758258315575,2.85236827073376e-05,26,2.17758258315575,-5,0,8,"Citrate cycle (TCA cycle)
 padj:0.00003 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"13","aceE","eco00020:Citrate cycle (TCA cycle)",0.00605018663779851,-1,-2.21823122790691,2.85236827073376e-05,26,2.21823122790691,-6,0,8,"Citrate cycle (TCA cycle)
 padj:0.00003 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"14","sucA","eco00020:Citrate cycle (TCA cycle)",0.00108412568103611,-1,-2.96492036778241,2.85236827073376e-05,26,2.96492036778241,-7,0,8,"Citrate cycle (TCA cycle)
 padj:0.00003 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"15","fumC","eco00020:Citrate cycle (TCA cycle)",0.000182355327265353,-1,-3.73908154483634,2.85236827073376e-05,26,3.73908154483634,-8,0,8,"Citrate cycle (TCA cycle)
 padj:0.00003 N( -8/ +0/ 26)","Citrate cycle (TCA cycle)","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"16","atpA","eco00190:Oxidative phosphorylation",0.0346038050041593,1,1.46087614393979,1.38299483087856e-07,41,1.46087614393979,1,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"17","cydA","eco00190:Oxidative phosphorylation",0.0381437682436409,-1,-1.41857640498219,1.38299483087856e-07,41,1.41857640498219,-1,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"18","sdhA","eco00190:Oxidative phosphorylation",0.0365425064083917,-1,-1.43720166820398,1.38299483087856e-07,41,1.43720166820398,-2,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"19","cyoD","eco00190:Oxidative phosphorylation",0.0275340242251364,-1,-1.56013030981817,1.38299483087856e-07,41,1.56013030981817,-3,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"20","nuoN","eco00190:Oxidative phosphorylation",0.0269094493714984,-1,-1.57009518879761,1.38299483087856e-07,41,1.57009518879761,-4,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"21","cyoB","eco00190:Oxidative phosphorylation",0.025144761389593,-1,-1.59955248124706,1.38299483087856e-07,41,1.59955248124706,-5,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"22","cyoE","eco00190:Oxidative phosphorylation",0.0140858380811785,-1,-1.8512173081952,1.38299483087856e-07,41,1.8512173081952,-6,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"23","cyoC","eco00190:Oxidative phosphorylation",0.0139531439444828,-1,-1.85532792544401,1.38299483087856e-07,41,1.85532792544401,-7,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"24","sdhB","eco00190:Oxidative phosphorylation",0.0130719160547605,-1,-1.88366074975531,1.38299483087856e-07,41,1.88366074975531,-8,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
"25","nuoC","eco00190:Oxidative phosphorylation",0.00459519555859671,-1,-2.3376960015331,1.38299483087856e-07,41,2.3376960015331,-9,1,10,"Oxidative phosphorylation
 padj:0.00000 N( -10/ +1/ 41)","Oxidative phosphorylation","mrna","Sta","Mg_mM_Levels","baseMglowMg","kegg"
