"","ID","KEGG_Path","padj_gene","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","acnA","eco00020:Citrate cycle (TCA cycle)",0.0182869546649651,-1,-1.73785861176357,0.00187554318498395,26,1.73785861176357,-1,0,5,"Citrate cycle (TCA cycle)
 padj:0.00188 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"2","frdA","eco00020:Citrate cycle (TCA cycle)",0.016140380065295,-1,-1.79208624295242,0.00187554318498395,26,1.79208624295242,-2,0,5,"Citrate cycle (TCA cycle)
 padj:0.00188 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"3","sdhA","eco00020:Citrate cycle (TCA cycle)",0.0119454137530762,-1,-1.92279880300361,0.00187554318498395,26,1.92279880300361,-3,0,5,"Citrate cycle (TCA cycle)
 padj:0.00188 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"4","fumB","eco00020:Citrate cycle (TCA cycle)",0.00340260872918487,-1,-2.46818798817296,0.00187554318498395,26,2.46818798817296,-4,0,5,"Citrate cycle (TCA cycle)
 padj:0.00188 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"5","fumC","eco00020:Citrate cycle (TCA cycle)",0.00306496302868401,-1,-2.51357475981942,0.00187554318498395,26,2.51357475981942,-5,0,5,"Citrate cycle (TCA cycle)
 padj:0.00188 N( -5/ +0/ 26)","Citrate cycle (TCA cycle)","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"6","yqeF","eco00071:Fatty acid metabolism",0.0496420255888896,-1,-1.30415050589753,0.00458074286052534,13,1.30415050589753,-1,0,4,"Fatty acid metabolism
 padj:0.00458 N( -4/ +0/ 13)","Fatty acid metabolism","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"7","fadB","eco00071:Fatty acid metabolism",0.00733091108591375,-1,-2.13484204786961,0.00458074286052534,13,2.13484204786961,-2,0,4,"Fatty acid metabolism
 padj:0.00458 N( -4/ +0/ 13)","Fatty acid metabolism","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"8","fadD","eco00071:Fatty acid metabolism",0.00733091108591375,-1,-2.13484204786961,0.00458074286052534,13,2.13484204786961,-3,0,4,"Fatty acid metabolism
 padj:0.00458 N( -4/ +0/ 13)","Fatty acid metabolism","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"9","fadA","eco00071:Fatty acid metabolism",0.00338382974297909,-1,-2.47059149656234,0.00458074286052534,13,2.47059149656234,-4,0,4,"Fatty acid metabolism
 padj:0.00458 N( -4/ +0/ 13)","Fatty acid metabolism","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"10","mqo","eco00620:Pyruvate metabolism",0.0403101332734108,1,1.39458576597964,0.000654978067050282,40,1.39458576597964,1,1,5,"Pyruvate metabolism
 padj:0.00065 N( -5/ +1/ 40)","Pyruvate metabolism","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","kegg"
