,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
1,YP_003043230.1,0.0169468273926753,-0.0312753028506936,0.92593430458386,-0.0337770214321518,0.973054959728593,NA,thrL,ECB_00001,b0001,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
2,YP_003043231.1,265.436373975962,-0.428631680868613,0.47276146725424,-0.906655280850342,0.364589118524961,0.52269268681912,thrA,ECB_00002,b0002,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
3,YP_003043232.1,63.577853247353,-0.965458928764823,0.586085680565507,-1.64729997810774,0.0994964024067025,0.265177245756175,thrB,ECB_00003,b0003,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
4,YP_003043233.1,316.921447119112,-1.05009361540696,0.575040177726534,-1.82612216690421,0.0678318619043183,0.228790351626422,thrC,ECB_00004,b0004,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
5,YP_003043234.1,0.0297847682821757,-0.0793174879985678,0.926070115103314,-0.0856495493213481,0.931745008483383,NA,yaaX,ECB_00005,b0005,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
6,YP_003043235.1,33.2768720088359,-1.13772006168601,0.540668400380637,-2.10428436521357,0.0353536490626266,0.192077130338416,yaaA,ECB_00006,b0006,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
7,YP_003043236.1,0.193354681765309,-0.358270495602723,1.00053601913499,-0.358078558643461,0.720284524359205,NA,yaaJ,ECB_00007,b0007,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
8,YP_003043237.1,193.567629960802,-0.70295278983102,0.52487271373317,-1.33928240397801,0.180478754833855,0.344850265956731,talB,ECB_00008,b0008,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
9,YP_003043238.1,10.5385504223295,-0.7941789103437,0.727609659594667,-1.09149033396027,0.275057182849215,0.437188384546561,mogA,ECB_00009,b0009,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
10,YP_003043239.1,0.0148923841410878,-0.0245713395841318,0.92591397740997,-0.0265373891998741,0.978828711822619,NA,yaaH,ECB_00010,b0010,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
11,YP_003043242.1,0.332280496307382,-0.485787886466083,1.0923516780877,-0.444717480835947,0.656523934824105,NA,yaaI,ECB_00013,b0013,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
12,YP_003043243.1,667.188275144959,-0.65889226672829,0.512244829847939,-1.28628387898787,0.198344006589739,0.364817800881193,dnaK,ECB_00014,b0014,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
13,YP_003043244.1,67.5780482006018,-0.85163275417559,0.594068623001456,-1.43355956063261,0.151697990645809,0.320267629537119,dnaJ,ECB_00015,b0015,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
14,YP_003043245.1,0.814832098102786,-0.831024830299466,1.22364724240222,-0.67913758271381,0.497050691383101,NA,insL-1,ECB_00016,b0016,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
15,YP_003043246.1,0.0318392115337632,-0.0844106816018056,0.926083511447524,-0.0911480234324295,0.927374974244054,NA,mokC,ECB_00017,b0018,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
16,YP_003043247.1,0,NA,NA,NA,NA,NA,hokC,ECB_04280,b4412,NA,protein,Exp,Mg_mM_Levels,baseMglowMg
17,YP_003043248.1,0.0338936547853507,-0.0893937198566542,0.926096435325094,-0.0965274419021748,0.923101680197162,NA,nhaA,ECB_00018,b0019,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
18,YP_003043249.1,1.03832555310794,-1.59561122025517,1.28546891710509,-1.2412678354359,0.214506822619199,NA,nhaR,ECB_00019,b0020,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
19,YP_003043250.1,0.125302402883465,-0.269773173543567,0.929534440414787,-0.29022396784264,0.771644901241605,NA,cirA,ECB_00020,b2155,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
20,YP_003043251.1,0.227171287949233,-0.390988036911089,1.027374805769,-0.380570006890944,0.703522340458112,NA,yehB,ECB_00021,,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
21,YP_003043252.1,0.305554174448131,-0.377174190721944,1.01524771872812,-0.37150951808536,0.710258068010917,NA,yjcF,ECB_00022,,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
22,YP_003043253.1,4.53620425873001,-2.65132062250006,1.2379583877568,-2.14168799914534,0.0322185970682507,0.19134446067234,insA-1,ECB_00023,b0022,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
23,YP_003043254.1,0.318392115337632,-0.385981408058779,1.02241736066167,-0.377518441010223,0.705788362558577,NA,insB-1,ECB_00024,b0021,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
24,YP_003043255.1,0.289251209956815,-0.540563795089719,1.12350199232867,-0.481141821537224,0.630415706265041,NA,talA,ECB_00025,,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
25,YP_003043256.1,0.288469729820834,0.434581446293843,1.15229654965561,0.377143753857223,0.706066776967388,NA,elfG,ECB_00026,,1,protein,Exp,Mg_mM_Levels,baseMglowMg
26,YP_003043257.1,130.34749906505,-1.13814465507163,0.655739175709971,-1.73566670595722,0.0826227837037612,0.244402962540607,rpsT,ECB_00027,b0023,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
27,YP_003043258.1,0.0338936547853507,-0.0893937198566542,0.926096435325094,-0.0965274419021748,0.923101680197162,NA,yaaY,ECB_00028,b0024,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
28,YP_003043259.1,19.4587075637465,-1.2271347667904,0.625610430609279,-1.96149985158544,0.0498207422972542,0.205887114098188,ribF,ECB_00029,b0025,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
29,YP_003043260.1,236.167157137587,-0.585723195282907,0.482062960571109,-1.21503463902099,0.224352880301162,0.391241480171899,ileS,ECB_00030,b0026,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
30,YP_003043261.1,0.127356846135053,-0.271860567159897,0.930117018044028,-0.292286413307006,0.770067646091521,NA,lspA,ECB_00031,b0027,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
31,YP_003043262.1,6.36101642001866,-0.244530980263172,0.675178071504513,-0.362172574293296,0.717223072896866,0.807671356487789,fkpB,ECB_00032,b0028,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
32,YP_003043263.1,17.323970415774,-0.838282298414924,0.601781671225979,-1.39300071520479,0.163619574405451,0.330396518711971,ispH,ECB_00033,b0029,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
33,YP_003043264.1,0.995537578361548,-1.49097097489505,1.28571345715885,-1.15964483889729,0.246193437168143,NA,rihC,ECB_00034,b0030,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
34,YP_003043265.1,55.1341883984489,-0.828228330386361,0.443562812151697,-1.86721769205284,0.0618711939375034,0.225381537398312,dapB,ECB_00035,b0031,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
35,YP_003043266.1,162.182165900604,-1.13588562089709,0.606023870274968,-1.87432488489556,0.0608856596397933,0.224003762277252,carA,ECB_00036,b0032,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
36,YP_003043267.1,275.731223430975,-0.376967242813517,0.413847690290326,-0.910884007952452,0.362356492660138,0.520960750369793,carB,ECB_00037,b0033,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
37,YP_003043268.1,0.46973733914011,-0.974877946376147,1.25269708355248,-0.778223210683564,0.436437435730759,NA,caiF,ECB_00038,b0034,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
38,YP_003043269.1,0.201818766840492,-0.314657070514286,0.958206306509672,-0.32838133956814,0.74262335030917,NA,caiE,ECB_00039,b0035,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
39,YP_003043270.1,0.473706023671458,-0.581943281881502,1.14213072012691,-0.50952423538423,0.610384815185303,NA,caiD,ECB_00040,b0036,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
40,YP_003043271.1,0.840562599780968,-1.21511154880031,1.27654868539514,-0.951872468870381,0.341161663549909,NA,caiC,ECB_00041,b0037,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
41,YP_003043272.1,0.683861008824277,-0.789801884699019,1.21392692607395,-0.650617321137588,0.51529354629942,NA,caiA,ECB_00043,b0039,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
42,YP_003043273.1,0.160587861200913,0.819522298461667,1.08790451946321,0.753303514968422,0.451267547084461,NA,caiT,ECB_00044,b0040,1,protein,Exp,Mg_mM_Levels,baseMglowMg
43,YP_003043274.1,0.641018343218706,-1.02121010399455,1.25829824256151,-0.811580330840865,0.417032481339109,NA,fixA,ECB_00045,b0041,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
44,YP_003043275.1,0.288607347055456,-0.364104569587886,1.00421679528358,-0.36257566224539,0.716921893550557,NA,fixB,ECB_00046,b0042,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
45,YP_003043276.1,0.703430314950519,-0.0650024521379362,1.27146714084606,-0.0511239732822999,0.959226733051516,NA,fixC,ECB_00047,b0043,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
46,YP_003043277.1,0.222874480736342,-0.320970686042431,0.964402858076403,-0.332818057676269,0.739271626529005,NA,fixX,ECB_00048,b0044,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
47,YP_003043278.1,0.0636784230675263,-0.160529401413468,0.926261885776349,-0.173308870718479,0.86240865137755,NA,yaaU,ECB_00049,b0045,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
48,YP_003043279.1,0.0806252504602017,-0.190492916241765,0.926345734726373,-0.205639114102505,0.837072821801662,NA,yabF,ECB_00050,b0046,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
49,YP_003043280.1,0.757907687336301,-0.813961685006394,1.21976502879463,-0.667310232537778,0.50457399164706,NA,kefC,ECB_00051,b0047,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
50,YP_003043281.1,7.05355011540041,-0.607075397330919,0.770779618248045,-0.787612156521187,0.430923601776554,0.581088069810506,folA,ECB_00052,b0048,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
51,YP_003043282.1,5.98561668214638,-3.47845139295207,1.17517159472939,-2.95995189855918,0.00307687078896452,0.111583661061019,apaH,ECB_00053,b0049,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
52,YP_003043283.1,2.69737220136539,-2.64710363582647,1.23353752796475,-2.14594495571935,0.0318773705330614,0.19134446067234,apaG,ECB_00054,b0050,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
53,YP_003043284.1,16.1278726987981,-1.60460738875775,0.72459362623393,-2.21449282834253,0.0267948955070263,0.180706068122871,ksgA,ECB_00055,b0051,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
54,YP_003043285.1,17.0068869363954,-1.02645325029722,0.630707656525074,-1.6274628025804,0.103638842586467,0.269195462685926,pdxA,ECB_00056,b0052,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
55,YP_003043286.1,72.7737237675233,-0.145993122618293,0.438580636846966,-0.332876352380405,0.739227620516722,0.82254695157058,surA,ECB_00057,b0053,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
56,YP_003043287.1,107.301331957981,-1.07991253164054,0.571988046626044,-1.8879984258597,0.0590261617737359,0.221753677530505,imp,ECB_00058,b0054,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
57,YP_003043288.1,15.6669286629404,-1.37899096873616,0.714858729907238,-1.929039838284,0.0537259167277718,0.210752657892385,djlA,ECB_00059,b0055,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
58,YP_003043289.1,1.37011260035213,-0.0267314465486084,1.18905982377384,-0.0224811620190547,0.982064138734102,NA,rluA,ECB_00060,b0058,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
59,YP_003043290.1,36.9183349938678,-0.826978573464207,0.432666172448801,-1.91135481838961,0.0559589987908013,0.217208471730519,hepA,ECB_00061,b0059,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
60,YP_003043291.1,0.835485572369834,0.682478132889875,1.26288015391298,0.540414013772602,0.588911545550253,NA,polB,ECB_00062,b0060,1,protein,Exp,Mg_mM_Levels,baseMglowMg
61,YP_003043292.1,0.341029542870963,-0.833982757305295,1.2276970737847,-0.6793066262953,0.496943598783889,NA,araD,ECB_00063,b0061,-1,protein,Exp,Mg_mM_Levels,baseMglowMg
